[2025-12-11T09:58:04.454+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-12-11T09:58:04.512+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2025-12-09T02:00:00+00:00 [queued]>
[2025-12-11T09:58:04.526+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2025-12-09T02:00:00+00:00 [queued]>
[2025-12-11T09:58:04.527+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 2
[2025-12-11T09:58:04.543+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2025-12-09 02:00:00+00:00
[2025-12-11T09:58:04.552+0000] {standard_task_runner.py:72} INFO - Started process 41 to run task
[2025-12-11T09:58:04.559+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2025-12-09T02:00:00+00:00', '--job-id', '353', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmpo4360slr']
[2025-12-11T09:58:04.562+0000] {standard_task_runner.py:105} INFO - Job 353: Subtask crawl_data
[2025-12-11T09:58:04.596+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2025-12-11T09:58:04.721+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2025-12-09T02:00:00+00:00 [running]> on host a1de7f96d4f1
[2025-12-11T09:58:04.722+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2025-12-11T09:58:05.025+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='dinhhoa0102@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2025-12-09T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-12-09T02:00:00+00:00'
[2025-12-11T09:58:05.027+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-12-11T09:58:05.058+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2025-12-11T09:58:05.060+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2025-12-11T09:58:05.092+0000] {subprocess.py:99} INFO - Output:
[2025-12-11T09:58:07.536+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2025-12-11T09:58:23.585+0000] {subprocess.py:106} INFO -  Trang 1 - Job 12/20 | Frontend Developer (ReactJS, Angular, VueJS) | 🔗 https://itviec.com/it-jobs/frontend-developer-reactjs-angular-vuejs-virtual-security-lab-cyber-risk-management-services-l-l-c-3716?lab_feature=preview_jd_page
[2025-12-11T09:58:23.811+0000] {subprocess.py:106} INFO -  Trang 1 - Job 13/20 | UI UX Designer (Figma, Sketch, or Adobe XD) | 🔗 https://itviec.com/it-jobs/ui-ux-designer-figma-sketch-or-adobe-xd-virtual-security-lab-cyber-risk-management-services-l-l-c-4553?lab_feature=preview_jd_page
[2025-12-11T09:58:24.055+0000] {subprocess.py:106} INFO -  Trang 1 - Job 14/20 | Mid/Sr Software Developers (Java, Spring) | 🔗 https://itviec.com/it-jobs/mid-sr-software-developers-java-pacific-cross-vietnam-4242?lab_feature=preview_jd_page
[2025-12-11T09:58:24.282+0000] {subprocess.py:106} INFO -  Trang 1 - Job 15/20 | Senior Front-end Engineer (ReactJS, ReactNative) | 🔗 https://itviec.com/it-jobs/senior-front-end-engineer-reactjs-reactnative-pizza-hut-digital-technology-4846?lab_feature=preview_jd_page
[2025-12-11T09:58:24.545+0000] {subprocess.py:106} INFO -  Trang 1 - Job 16/20 | (Đống Đa, HN) iOS Dev (Swift, Flutter) | 🔗 https://itviec.com/it-jobs/dong-da-hn-ios-dev-swift-flutter-neos-viet-nam-3559?lab_feature=preview_jd_page
[2025-12-11T09:58:24.775+0000] {subprocess.py:106} INFO -  Trang 1 - Job 17/20 | Hybrid - Ruby On Rails Backend Developer (Ruby, SQL) | 🔗 https://itviec.com/it-jobs/hybrid-ruby-on-rails-backend-developer-ruby-sql-mealsuite-1851?lab_feature=preview_jd_page
[2025-12-11T09:58:25.007+0000] {subprocess.py:106} INFO -  Trang 1 - Job 18/20 | Bridge Software Engineer (Early Joining Bonus) | 🔗 https://itviec.com/it-jobs/bridge-software-engineer-early-joining-bonus-vietlink-2641?lab_feature=preview_jd_page
[2025-12-11T09:58:25.269+0000] {subprocess.py:106} INFO -  Trang 1 - Job 19/20 | Quality Engineer (Manual & Automation, Java) | 🔗 https://itviec.com/it-jobs/quality-engineer-manual-automation-java-chotot-1550?lab_feature=preview_jd_page
[2025-12-11T09:58:25.474+0000] {subprocess.py:106} INFO -  Trang 1 - Job 20/20 | Solution Architect (Fintech/Financial Domain) | 🔗 https://itviec.com/it-jobs/solution-architect-fintech-financial-domain-one-mount-group-1801?lab_feature=preview_jd_page
[2025-12-11T09:58:25.475+0000] {subprocess.py:106} INFO - 
[2025-12-11T09:58:25.475+0000] {subprocess.py:106} INFO -  Đang crawl trang 2...
[2025-12-11T09:58:34.039+0000] {subprocess.py:106} INFO -  Trang 2 - Job 1/20 | Middle Full Stack Developer (.NET / Java / Python) | 🔗 https://itviec.com/it-jobs/middle-full-stack-developer-net-java-python-megazone-5805?lab_feature=preview_jd_page
[2025-12-11T09:58:34.306+0000] {subprocess.py:106} INFO -  Trang 2 - Job 2/20 | Middle Full Stack Developer (.NET / Java / Python) | 🔗 https://itviec.com/it-jobs/middle-full-stack-developer-net-java-python-megazone-5805?lab_feature=preview_jd_page
[2025-12-11T09:58:34.529+0000] {subprocess.py:106} INFO -  Trang 2 - Job 3/20 | Technical Lead (Ruby/Java/Node, Sign-on bonus) | 🔗 https://itviec.com/it-jobs/technical-lead-ruby-java-node-sign-on-bonus-raksul-vietnam-5217?lab_feature=preview_jd_page
[2025-12-11T09:58:34.763+0000] {subprocess.py:106} INFO -  Trang 2 - Job 4/20 | System Administrator (Linux) | 🔗 https://itviec.com/it-jobs/system-administrator-linux-onepay-5409?lab_feature=preview_jd_page
[2025-12-11T09:58:35.004+0000] {subprocess.py:106} INFO -  Trang 2 - Job 5/20 | [Onsite Bank] Manual Tester - Up to 30M | 🔗 https://itviec.com/it-jobs/onsite-bank-manual-tester-up-to-30m-thien-hoang-solutions-jsc-1619?lab_feature=preview_jd_page
[2025-12-11T09:58:35.262+0000] {subprocess.py:106} INFO -  Trang 2 - Job 6/20 | Senior Unity Developer | 🔗 https://itviec.com/it-jobs/senior-unity-developer-simpson-strong-tie-vietnam-0546?lab_feature=preview_jd_page
[2025-12-11T09:58:35.511+0000] {subprocess.py:106} INFO -  Trang 2 - Job 7/20 | Senior Bridge Engineer - BrSE (Japanese N2+) | 🔗 https://itviec.com/it-jobs/senior-bridge-engineer-brse-japanese-n2-andpad-vietnam-co-ltd-5613?lab_feature=preview_jd_page
[2025-12-11T09:58:35.787+0000] {subprocess.py:106} INFO -  Trang 2 - Job 8/20 | Senior/ Principal Android Engineer (Kotlin) | 🔗 https://itviec.com/it-jobs/senior-principal-android-engineer-kotlin-andpad-vietnam-co-ltd-0133?lab_feature=preview_jd_page
[2025-12-11T09:58:36.079+0000] {subprocess.py:106} INFO -  Trang 2 - Job 9/20 | Senior/Principal iOS Native Engineer (Swift) | 🔗 https://itviec.com/it-jobs/senior-business-analyst-english-aviron-2941?lab_feature=preview_jd_page
[2025-12-11T09:58:36.293+0000] {subprocess.py:106} INFO -  Trang 2 - Job 10/20 | Senior Business Analyst (English) | 🔗 https://itviec.com/it-jobs/senior-business-analyst-english-aviron-2941?lab_feature=preview_jd_page
[2025-12-11T09:58:36.518+0000] {subprocess.py:106} INFO -  Trang 2 - Job 11/20 | Remote - WASM VM developer | 🔗 https://itviec.com/it-jobs/remote-wasm-vm-developer-softly-llc-1743?lab_feature=preview_jd_page
[2025-12-11T09:58:36.719+0000] {subprocess.py:106} INFO -  Trang 2 - Job 12/20 | Senior Software Engineer (C++, C#) | 🔗 https://itviec.com/it-jobs/senior-software-engineer-c-c-mitek-viet-nam-3128?lab_feature=preview_jd_page
[2025-12-11T09:58:36.918+0000] {subprocess.py:106} INFO -  Trang 2 - Job 13/20 | UI UX Lead (1-month salary sign-on bonus) | 🔗 https://itviec.com/it-jobs/ui-ux-lead-1-month-salary-sign-on-bonus-niteco-vietnam-co-ltd-1958?lab_feature=preview_jd_page
[2025-12-11T09:58:37.240+0000] {subprocess.py:106} INFO -  Trang 2 - Job 14/20 | (Senior) Java Developer (Integration, English) | 🔗 https://itviec.com/it-jobs/senior-java-developer-integration-english-cesa-vietnam-part-of-ceva-logistic-4144?lab_feature=preview_jd_page
[2025-12-11T09:58:37.520+0000] {subprocess.py:106} INFO -  Trang 2 - Job 15/20 | Senior Data Software Engineer | 🔗 https://itviec.com/it-jobs/senior-data-software-engineer-ghn-3553?lab_feature=preview_jd_page
[2025-12-11T09:58:37.741+0000] {subprocess.py:106} INFO -  Trang 2 - Job 16/20 | .NET Developer (Senior/Principle) | 🔗 https://itviec.com/it-jobs/net-developer-senior-principle-saigon-technology-3039?lab_feature=preview_jd_page
[2025-12-11T09:58:37.976+0000] {subprocess.py:106} INFO -  Trang 2 - Job 17/20 | Web App Developer | 🔗 https://itviec.com/it-jobs/web-app-developer-samsung-electronics-hcmc-ce-complex-5457?lab_feature=preview_jd_page
[2025-12-11T09:58:38.213+0000] {subprocess.py:106} INFO -  Trang 2 - Job 18/20 | ERP Specialist (D365 - Finance Focus) | 🔗 https://itviec.com/it-jobs/erp-specialist-d365-finance-focus-viet-thai-international-5356?lab_feature=preview_jd_page
[2025-12-11T09:58:38.440+0000] {subprocess.py:106} INFO -  Trang 2 - Job 19/20 | Business Analyst | 🔗 https://itviec.com/it-jobs/business-analyst-capgemini-vietnam-4205?lab_feature=preview_jd_page
[2025-12-11T09:58:38.698+0000] {subprocess.py:106} INFO -  Trang 2 - Job 20/20 | Senior Python Developer | 🔗 https://itviec.com/it-jobs/senior-python-developer-larion-4103?lab_feature=preview_jd_page
[2025-12-11T09:58:38.699+0000] {subprocess.py:106} INFO - 
[2025-12-11T09:58:38.700+0000] {subprocess.py:106} INFO -  Đang crawl trang 3...
[2025-12-11T09:58:50.092+0000] {subprocess.py:106} INFO -  Trang 3 - Job 1/20 | Senior C++ Developer (Algorithms, Linux) | 🔗 https://itviec.com/it-jobs/senior-c-developer-algorithms-linux-larion-3105?lab_feature=preview_jd_page
[2025-12-11T09:58:50.354+0000] {subprocess.py:106} INFO -  Trang 3 - Job 2/20 | Senior C++ Developer (Algorithms, Linux) | 🔗 https://itviec.com/it-jobs/senior-c-developer-algorithms-linux-larion-3105?lab_feature=preview_jd_page
[2025-12-11T09:58:50.625+0000] {subprocess.py:106} INFO -  Trang 3 - Job 3/20 | Senior IT Security | 🔗 https://itviec.com/it-jobs/senior-it-security-mb-life-4211?lab_feature=preview_jd_page
[2025-12-11T09:58:50.930+0000] {subprocess.py:106} INFO -  Trang 3 - Job 4/20 | Business analyst leader - VTS | 🔗 https://itviec.com/it-jobs/business-analyst-leader-vts-viettel-group-4151?lab_feature=preview_jd_page
[2025-12-11T09:58:51.176+0000] {subprocess.py:106} INFO -  Trang 3 - Job 5/20 | QA/QC/Tester | 🔗 https://itviec.com/it-jobs/qa-qc-tester-forix-2810?lab_feature=preview_jd_page
[2025-12-11T09:58:51.438+0000] {subprocess.py:106} INFO -  Trang 3 - Job 6/20 | Frontend Developer (React / Next.js) | 🔗 https://itviec.com/it-jobs/frontend-developer-react-next-js-aiclipx-5725?lab_feature=preview_jd_page
[2025-12-11T09:58:51.794+0000] {subprocess.py:106} INFO -  Trang 3 - Job 7/20 | Middle/Senior UI/UX Designer | 🔗 https://itviec.com/it-jobs/lap-trinh-chuyen-ve-mdware-java-spring-sql-server-vinx-vietnam-3959/content?job_index=6&locale=en&page=3
[2025-12-11T09:58:52.056+0000] {subprocess.py:106} INFO -  Trang 3 - Job 8/20 | Lập trình chuyên về Mdware (Java,Spring,SQL Server) | 🔗 https://itviec.com/it-jobs/lap-trinh-chuyen-ve-mdware-java-spring-sql-server-vinx-vietnam-3959?lab_feature=preview_jd_page
[2025-12-11T09:58:52.311+0000] {subprocess.py:106} INFO -  Trang 3 - Job 9/20 | Data Scientist | 🔗 https://itviec.com/it-jobs/data-scientist-techcombank-1529?lab_feature=preview_jd_page
[2025-12-11T09:58:52.527+0000] {subprocess.py:106} INFO -  Trang 3 - Job 10/20 | Viedoc - Automation Engineer (.NET/Java, Selenium) | 🔗 https://itviec.com/it-jobs/viedoc-automation-engineer-net-java-selenium-scandinavian-software-park-2107?lab_feature=preview_jd_page
[2025-12-11T09:58:52.802+0000] {subprocess.py:106} INFO -  Trang 3 - Job 11/20 | Software Engineer (Embedded C, MCU, RTOS) | 🔗 https://itviec.com/it-jobs/software-engineer-embedded-c-mcu-rtos-lg-electronics-development-vietnam-lgedv-5803-db80d8b5-7925-47dd-8e21-d92fd23bedcb?lab_feature=preview_jd_page
[2025-12-11T09:58:53.058+0000] {subprocess.py:106} INFO -  Trang 3 - Job 12/20 | Principal Software Engineer (Java/Kotlin) | 🔗 https://itviec.com/it-jobs/principal-software-engineer-java-kotlin-money-forward-vietnam-co-ltd-5155?lab_feature=preview_jd_page
[2025-12-11T09:58:53.320+0000] {subprocess.py:106} INFO -  Trang 3 - Job 13/20 | Project Leader/ BrSE (Japanese N2+) | 🔗 https://itviec.com/it-jobs/project-leader-brse-japanese-n2-nec-vietnam-2936?lab_feature=preview_jd_page
[2025-12-11T09:58:53.627+0000] {subprocess.py:106} INFO -  Trang 3 - Job 14/20 | Windows Application Developer (C++/MFC) Up~$2000 | 🔗 https://itviec.com/it-jobs/head-of-quality-assurance-secutix-1905?lab_feature=preview_jd_page
[2025-12-11T09:58:53.884+0000] {subprocess.py:106} INFO -  Trang 3 - Job 15/20 | Head of Quality Assurance | 🔗 https://itviec.com/it-jobs/head-of-quality-assurance-secutix-1905?lab_feature=preview_jd_page
[2025-12-11T09:58:54.145+0000] {subprocess.py:106} INFO -  Trang 3 - Job 16/20 | Automation Tester (QA QC, Java, CI/CD) | 🔗 https://itviec.com/it-jobs/automation-tester-qa-qc-java-ci-cd-capgemini-vietnam-2800?lab_feature=preview_jd_page
[2025-12-11T09:58:54.408+0000] {subprocess.py:106} INFO -  Trang 3 - Job 17/20 | SAP Senior Consultant - SAP SD MM Implementation | 🔗 https://itviec.com/it-jobs/sap-senior-consultant-sap-sd-mm-implementation-deloitte-consulting-vietnam-2520?lab_feature=preview_jd_page
[2025-12-11T09:58:54.677+0000] {subprocess.py:106} INFO -  Trang 3 - Job 18/20 | Product Manager (Sản phẩm AI) | 🔗 https://itviec.com/it-jobs/product-manager-san-pham-ai-misa-software-5556?lab_feature=preview_jd_page
[2025-12-11T09:58:54.915+0000] {subprocess.py:106} INFO -  Trang 3 - Job 19/20 | Data Scientist (Customer profile) | 🔗 https://itviec.com/it-jobs/data-scientist-customer-profile-misa-software-5953?lab_feature=preview_jd_page
[2025-12-11T09:58:55.154+0000] {subprocess.py:106} INFO -  Trang 3 - Job 20/20 | SAP CPI Consultant (iFlow, SOAP, REST, ODATA, SAP API) | 🔗 https://itviec.com/it-jobs/sap-cpi-consultant-iflow-soap-rest-odata-sap-api-cong-ty-tnhh-abeam-consulting-viet-nam-3123?lab_feature=preview_jd_page
[2025-12-11T09:58:55.154+0000] {subprocess.py:106} INFO - 
[2025-12-11T09:58:55.155+0000] {subprocess.py:106} INFO -  Đang crawl trang 4...
[2025-12-11T09:59:03.766+0000] {subprocess.py:106} INFO -  Trang 4 - Job 1/20 | Senior/Leader Javascript Developer (VueJS, NodeJS) | 🔗 https://itviec.com/it-jobs/senior-leader-javascript-developer-vuejs-nodejs-azoom-vietnam-4743?lab_feature=preview_jd_page
[2025-12-11T09:59:03.968+0000] {job.py:229} INFO - Heartbeat recovered after 23.03 seconds
[2025-12-11T09:59:04.096+0000] {subprocess.py:106} INFO -  Trang 4 - Job 2/20 | Senior/Leader Javascript Developer (VueJS, NodeJS) | 🔗 https://itviec.com/it-jobs/senior-leader-javascript-developer-vuejs-nodejs-azoom-vietnam-4743?lab_feature=preview_jd_page
[2025-12-11T09:59:04.371+0000] {subprocess.py:106} INFO -  Trang 4 - Job 3/20 | [Hybrid] Full-stack Web Developer | 🔗 https://itviec.com/it-jobs/hybrid-full-stack-web-developer-cong-ty-tnhh-jv-it-techs-2756?lab_feature=preview_jd_page
[2025-12-11T09:59:04.636+0000] {subprocess.py:106} INFO -  Trang 4 - Job 4/20 | Business Analyst (Senior/ Middle) | 🔗 https://itviec.com/it-jobs/business-analyst-senior-middle-buca-5451?lab_feature=preview_jd_page
[2025-12-11T09:59:04.940+0000] {subprocess.py:106} INFO -  Trang 4 - Job 5/20 | [Career Program] Fullstack Developer (Fresher) | 🔗 https://itviec.com/it-jobs/career-program-fullstack-developer-fresher-commandoss-0742?lab_feature=preview_jd_page
[2025-12-11T09:59:05.176+0000] {subprocess.py:106} INFO -  Trang 4 - Job 6/20 | QA QC Lead (more focused on Automation Test) | 🔗 https://itviec.com/it-jobs/qa-qc-lead-more-focused-on-automation-test-money-forward-vietnam-co-ltd-5449?lab_feature=preview_jd_page
[2025-12-11T09:59:05.420+0000] {subprocess.py:106} INFO -  Trang 4 - Job 7/20 | Backend Developer (Java) | 🔗 https://itviec.com/it-jobs/backend-developer-java-vnggames-1044?lab_feature=preview_jd_page
[2025-12-11T09:59:05.676+0000] {subprocess.py:106} INFO -  Trang 4 - Job 8/20 | Mid - Senior - Java Developer | 🔗 https://itviec.com/it-jobs/mid-senior-java-developer-hitachi-digital-services-3635?lab_feature=preview_jd_page
[2025-12-11T09:59:05.936+0000] {subprocess.py:106} INFO -  Trang 4 - Job 9/20 | Business Analyst (Location: Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/business-analyst-location-da-nang-can-tho-hybrid-dirox-0244?lab_feature=preview_jd_page
[2025-12-11T09:59:06.154+0000] {subprocess.py:106} INFO -  Trang 4 - Job 10/20 | [Hanoi] Mobile Development Manager | 🔗 https://itviec.com/it-jobs/hanoi-mobile-development-manager-the-rep-office-of-styl-solutions-pte-ltd-in-hcmc-2836?lab_feature=preview_jd_page
[2025-12-11T09:59:06.379+0000] {subprocess.py:106} INFO -  Trang 4 - Job 11/20 | IT Operations Specialist (System Admin) | 🔗 https://itviec.com/it-jobs/it-operations-specialist-system-admin-ihouzz-tech-3428?lab_feature=preview_jd_page
[2025-12-11T09:59:06.605+0000] {subprocess.py:106} INFO -  Trang 4 - Job 12/20 | Senior QC (Location: Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/senior-qc-location-da-nang-can-tho-hybrid-dirox-4821?lab_feature=preview_jd_page
[2025-12-11T09:59:06.842+0000] {subprocess.py:106} INFO -  Trang 4 - Job 13/20 | Data Scientist - eKYC | 🔗 https://itviec.com/it-jobs/data-scientist-ekyc-trusting-social-1105?lab_feature=preview_jd_page
[2025-12-11T09:59:07.056+0000] {subprocess.py:106} INFO -  Trang 4 - Job 14/20 | R&D System Engineer (VMware, Docker, Kubernetes) | 🔗 https://itviec.com/it-jobs/r-d-system-engineer-vmware-docker-kubernetes-globaltech-1020?lab_feature=preview_jd_page
[2025-12-11T09:59:07.286+0000] {subprocess.py:106} INFO -  Trang 4 - Job 15/20 | Software Frontend (Angular, TypeScript, HTML5) | 🔗 https://itviec.com/it-jobs/software-frontend-angular-typescript-html5-globaltech-0854?lab_feature=preview_jd_page
[2025-12-11T09:59:07.584+0000] {subprocess.py:106} INFO -  Trang 4 - Job 16/20 | Senior AI Engineer | 🔗 https://itviec.com/it-jobs/senior-ai-engineer-ntt-e-moi-jsc-3304?lab_feature=preview_jd_page
[2025-12-11T09:59:07.825+0000] {subprocess.py:106} INFO -  Trang 4 - Job 17/20 | Lead Data Engineer (Leadership, Python, SQL) | 🔗 https://itviec.com/it-jobs/lead-data-engineer-leadership-python-sql-modec-2120?lab_feature=preview_jd_page
[2025-12-11T09:59:08.053+0000] {subprocess.py:106} INFO -  Trang 4 - Job 18/20 | Senior UX/UI Designer | 🔗 https://itviec.com/it-jobs/senior-ux-ui-designer-creative-force-4338?lab_feature=preview_jd_page
[2025-12-11T09:59:08.279+0000] {subprocess.py:106} INFO -  Trang 4 - Job 19/20 | Python Backend Developer (FastAPI, SQL, Microservices) | 🔗 https://itviec.com/it-jobs/python-backend-developer-fastapi-sql-microservices-globaltech-0237?lab_feature=preview_jd_page
