[2026-03-13T04:52:11.196+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-03-13T04:52:11.232+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-11T02:00:00+00:00 [queued]>
[2026-03-13T04:52:11.242+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-11T02:00:00+00:00 [queued]>
[2026-03-13T04:52:11.242+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 2
[2026-03-13T04:52:11.257+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2026-03-11 02:00:00+00:00
[2026-03-13T04:52:11.262+0000] {standard_task_runner.py:72} INFO - Started process 41 to run task
[2026-03-13T04:52:11.267+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2026-03-11T02:00:00+00:00', '--job-id', '644', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmpvkrgv_1z']
[2026-03-13T04:52:11.268+0000] {standard_task_runner.py:105} INFO - Job 644: Subtask crawl_data
[2026-03-13T04:52:11.300+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2026-03-13T04:52:11.386+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-11T02:00:00+00:00 [running]> on host 19d569223134
[2026-03-13T04:52:11.387+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2026-03-13T04:52:11.582+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoa856856@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2026-03-11T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-03-11T02:00:00+00:00'
[2026-03-13T04:52:11.583+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-03-13T04:52:11.603+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2026-03-13T04:52:11.604+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2026-03-13T04:52:11.614+0000] {subprocess.py:99} INFO - Output:
[2026-03-13T04:52:13.312+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2026-03-13T04:52:33.507+0000] {subprocess.py:106} INFO -  Trang 1 - Job 12/20 | [HCM] Salesforce Developer (All level) | Up to 55M VND | 🔗 https://itviec.com/it-jobs/hcm-salesforce-developer-all-level-up-to-55m-vnd-hybrid-technologies-0301?lab_feature=preview_jd_page
[2026-03-13T04:52:33.741+0000] {subprocess.py:106} INFO -  Trang 1 - Job 13/20 | Mobile App Developer (.NET, Xamarin, iOS/Android, AI) | 🔗 https://itviec.com/it-jobs/mobile-app-developer-net-xamarin-ios-android-ai-song-technologies-llc-3046?lab_feature=preview_jd_page
[2026-03-13T04:52:33.947+0000] {subprocess.py:106} INFO -  Trang 1 - Job 14/20 | Technical Architect | 🔗 https://itviec.com/it-jobs/technical-architect-hsc-2837?lab_feature=preview_jd_page
[2026-03-13T04:52:34.176+0000] {subprocess.py:106} INFO -  Trang 1 - Job 15/20 | Frontend Developer (Shopify/Wordpress Developer) | 🔗 https://itviec.com/it-jobs/frontend-developer-shopify-wordpress-developer-solis-lab-0412?lab_feature=preview_jd_page
[2026-03-13T04:52:34.357+0000] {subprocess.py:106} INFO -  Trang 1 - Job 16/20 | Security Architect / Senior Security Engineer | 🔗 https://itviec.com/it-jobs/security-architect-senior-security-engineer-prime-tech-solution-0111?lab_feature=preview_jd_page
[2026-03-13T04:52:34.533+0000] {subprocess.py:106} INFO -  Trang 1 - Job 17/20 | Data Engineer Leader | 🔗 https://itviec.com/it-jobs/data-engineer-leader-fullerton-health-5553?lab_feature=preview_jd_page
[2026-03-13T04:52:34.773+0000] {subprocess.py:106} INFO -  Trang 1 - Job 18/20 | Software Asset Management Specalist | 🔗 https://itviec.com/it-jobs/software-asset-management-specalist-renesas-design-vietnam-3816?lab_feature=preview_jd_page
[2026-03-13T04:52:34.996+0000] {subprocess.py:106} INFO -  Trang 1 - Job 19/20 | Manual QA Engineer/Tester (QA QC, English, Insurance) | 🔗 https://itviec.com/it-jobs/manual-qa-engineer-tester-qa-qc-english-insurance-fwd-vtc-4801?lab_feature=preview_jd_page
[2026-03-13T04:52:35.200+0000] {subprocess.py:106} INFO -  Trang 1 - Job 20/20 | Backend Technical Lead ( Storefront, C#, .NET. ASP.NET) | 🔗 https://itviec.com/it-jobs/backend-technical-lead-storefront-c-net-asp-net-crossian-2218?lab_feature=preview_jd_page
[2026-03-13T04:52:35.202+0000] {subprocess.py:106} INFO - 
[2026-03-13T04:52:35.202+0000] {subprocess.py:106} INFO -  Đang crawl trang 2...
[2026-03-13T04:52:43.921+0000] {subprocess.py:106} INFO -  Trang 2 - Job 1/20 | Senior Application Operations (Vận hành ứng dụng) | 🔗 https://itviec.com/it-jobs/senior-application-operations-van-hanh-ung-dung-cong-ty-co-phan-thanh-toan-so-mobifone-3949?lab_feature=preview_jd_page
[2026-03-13T04:52:44.124+0000] {subprocess.py:106} INFO -  Trang 2 - Job 2/20 | Senior Application Operations (Vận hành ứng dụng) | 🔗 https://itviec.com/it-jobs/senior-application-operations-van-hanh-ung-dung-cong-ty-co-phan-thanh-toan-so-mobifone-3949?lab_feature=preview_jd_page
[2026-03-13T04:52:44.387+0000] {subprocess.py:106} INFO -  Trang 2 - Job 3/20 | GNSS Engineer – Android Automotive (Good English) | 🔗 https://itviec.com/it-jobs/gnss-engineer-android-automotive-good-english-suntech-vina-hop-tac-cung-tap-doan-cntt-hang-dau-an-do-5925?lab_feature=preview_jd_page
[2026-03-13T04:52:44.607+0000] {subprocess.py:106} INFO -  Trang 2 - Job 4/20 | Software Project Manager – Japanese OR Chinese Speaking | 🔗 https://itviec.com/it-jobs/software-project-manager-japanese-or-chinese-speaking-bosch-global-software-technologies-company-limited-1623?lab_feature=preview_jd_page
[2026-03-13T04:52:44.825+0000] {subprocess.py:106} INFO -  Trang 2 - Job 5/20 | Team Leader SOC/ Pentest | 🔗 https://itviec.com/it-jobs/team-leader-soc-pentest-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-1759?lab_feature=preview_jd_page
[2026-03-13T04:52:45.075+0000] {subprocess.py:106} INFO -  Trang 2 - Job 6/20 | Automation Tool Developer (Python, Embedded, English) | 🔗 https://itviec.com/it-jobs/automation-tool-developer-python-embedded-english-lg-electronics-development-vietnam-lgedv-1316?lab_feature=preview_jd_page
[2026-03-13T04:52:45.270+0000] {subprocess.py:106} INFO -  Trang 2 - Job 7/20 | [Sign-on Bonus] Project Leader/ BrSE (Japanese N2+) | 🔗 https://itviec.com/it-jobs/sign-on-bonus-project-leader-brse-japanese-n2-nec-vietnam-1124?lab_feature=preview_jd_page
[2026-03-13T04:52:45.556+0000] {subprocess.py:106} INFO -  Trang 2 - Job 8/20 | Software Engineer (Embedded C, MCU, RTOS) | 🔗 https://itviec.com/it-jobs/software-engineer-embedded-c-mcu-rtos-lg-electronics-development-vietnam-lgedv-2857?lab_feature=preview_jd_page
[2026-03-13T04:52:45.742+0000] {subprocess.py:106} INFO -  Trang 2 - Job 9/20 | R&D System Engineer (VMware, Docker, Kubernetes) | 🔗 https://itviec.com/it-jobs/r-d-system-engineer-vmware-docker-kubernetes-globaltech-0523?lab_feature=preview_jd_page
[2026-03-13T04:52:45.941+0000] {subprocess.py:106} INFO -  Trang 2 - Job 10/20 | Automotive Software Engineer (C++, OOP, Middleware) | 🔗 https://itviec.com/it-jobs/automotive-software-engineer-c-oop-middleware-lg-electronics-development-vietnam-lgedv-3733?lab_feature=preview_jd_page
[2026-03-13T04:52:46.163+0000] {subprocess.py:106} INFO -  Trang 2 - Job 11/20 | Senior Technical Product Manager (Agentic AI) | 🔗 https://itviec.com/it-jobs/senior-technical-product-manager-agentic-ai-katalon-4449?lab_feature=preview_jd_page
[2026-03-13T04:52:46.342+0000] {subprocess.py:106} INFO -  Trang 2 - Job 12/20 | Application & Cloud Security Engineer | 🔗 https://itviec.com/it-jobs/application-cloud-security-engineer-cong-ty-co-phan-nghien-cuu-phat-trien-va-ung-dung-nguoi-may-da-nang-vinmotion-4116?lab_feature=preview_jd_page
[2026-03-13T04:52:46.591+0000] {subprocess.py:106} INFO -  Trang 2 - Job 13/20 | Application & Cloud Security Engineer | 🔗 https://itviec.com/it-jobs/application-cloud-security-engineer-cong-ty-co-phan-nghien-cuu-phat-trien-va-ung-dung-nguoi-may-da-nang-vinmotion-4116?lab_feature=preview_jd_page
[2026-03-13T04:52:46.766+0000] {subprocess.py:106} INFO -  Trang 2 - Job 14/20 | [REMOTE] 2D Game Artist | 🔗 https://itviec.com/it-jobs/remote-2d-game-artist-athena-studio-2926?lab_feature=preview_jd_page
[2026-03-13T04:52:47.023+0000] {subprocess.py:106} INFO -  Trang 2 - Job 15/20 | [REMOTE] Game Designer | 🔗 https://itviec.com/it-jobs/remote-game-designer-athena-studio-2345?lab_feature=preview_jd_page
[2026-03-13T04:52:47.197+0000] {subprocess.py:106} INFO -  Trang 2 - Job 16/20 | QA Engineer (Automation/Manual Testing)~Up to $1500 | 🔗 https://itviec.com/it-jobs/qa-engineer-automation-manual-testing-up-to-1500-ewoosoft-vietnam-4253?lab_feature=preview_jd_page
[2026-03-13T04:52:47.363+0000] {subprocess.py:106} INFO -  Trang 2 - Job 17/20 | Data Platform Engineer | 🔗 https://itviec.com/it-jobs/data-platform-engineer-home-credit-vietnam-4545?lab_feature=preview_jd_page
[2026-03-13T04:52:47.615+0000] {subprocess.py:106} INFO -  Trang 2 - Job 18/20 | Data Platform Engineer | 🔗 https://itviec.com/it-jobs/senior-system-engineer-linux-windows-server-cloud-one-mount-group-1702?lab_feature=preview_jd_page
[2026-03-13T04:52:47.796+0000] {subprocess.py:106} INFO -  Trang 2 - Job 19/20 | HTML/Wordpress developer - Japanese Company | 🔗 https://itviec.com/it-jobs/html-wordpress-developer-japanese-company-abilive-vietnam-co-ltd-4816?lab_feature=preview_jd_page
[2026-03-13T04:52:48.024+0000] {subprocess.py:106} INFO -  Trang 2 - Job 20/20 | Technical PM (Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/technical-pm-da-nang-can-tho-hybrid-dirox-0311?lab_feature=preview_jd_page
[2026-03-13T04:52:48.024+0000] {subprocess.py:106} INFO - 
[2026-03-13T04:52:48.030+0000] {subprocess.py:106} INFO -  Đang crawl trang 3...
[2026-03-13T04:52:56.677+0000] {subprocess.py:106} INFO -  Trang 3 - Job 1/20 | Business Analyst (Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/business-analyst-da-nang-can-tho-hybrid-dirox-5328?lab_feature=preview_jd_page
[2026-03-13T04:52:56.859+0000] {subprocess.py:106} INFO -  Trang 3 - Job 2/20 | Business Analyst (Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/business-analyst-da-nang-can-tho-hybrid-dirox-5328?lab_feature=preview_jd_page
[2026-03-13T04:52:57.048+0000] {subprocess.py:106} INFO -  Trang 3 - Job 3/20 | Expert/Senior Monitoring Engineer (Grafana, Prometheus) | 🔗 https://itviec.com/it-jobs/expert-senior-monitoring-engineer-grafana-prometheus-techcombank-1837?lab_feature=preview_jd_page
[2026-03-13T04:52:57.322+0000] {subprocess.py:106} INFO -  Trang 3 - Job 4/20 | Mid/Sr DevOps Engineer (Terraform/Kubernetes) | 🔗 https://itviec.com/it-jobs/mid-sr-devops-engineer-terraform-kubernetes-saritasa-5308?lab_feature=preview_jd_page
[2026-03-13T04:52:57.505+0000] {subprocess.py:106} INFO -  Trang 3 - Job 5/20 | Product Owner | 🔗 https://itviec.com/it-jobs/product-owner-mb-life-0357?lab_feature=preview_jd_page
[2026-03-13T04:52:57.738+0000] {subprocess.py:106} INFO -  Trang 3 - Job 6/20 | Middle System Admin | 🔗 https://itviec.com/it-jobs/middle-system-admin-thai-son-soft-2204?lab_feature=preview_jd_page
[2026-03-13T04:52:57.932+0000] {subprocess.py:106} INFO -  Trang 3 - Job 7/20 | Senior Delivery Lead | 🔗 https://itviec.com/it-jobs/senior-delivery-lead-techcombank-1642?lab_feature=preview_jd_page
[2026-03-13T04:52:58.146+0000] {subprocess.py:106} INFO -  Trang 3 - Job 8/20 | Senior Game Designer (Puzzle, Board Games) | 🔗 https://itviec.com/it-jobs/senior-game-designer-puzzle-board-games-antada-1624?lab_feature=preview_jd_page
[2026-03-13T04:52:58.403+0000] {subprocess.py:106} INFO -  Trang 3 - Job 9/20 | Senior Database Administrator | 🔗 https://itviec.com/it-jobs/senior-database-administrator-nab-innovation-centre-vietnam-5205?lab_feature=preview_jd_page
[2026-03-13T04:52:58.602+0000] {subprocess.py:106} INFO -  Trang 3 - Job 10/20 | Principal QC Engineer | 🔗 https://itviec.com/it-jobs/principal-qc-engineer-titan-dms-2447?lab_feature=preview_jd_page
[2026-03-13T04:52:58.839+0000] {subprocess.py:106} INFO -  Trang 3 - Job 11/20 | Senior Android Developer (Kotlin / Java) | 🔗 https://itviec.com/it-jobs/senior-android-developer-kotlin-java-sigma-solutions-3527?lab_feature=preview_jd_page
[2026-03-13T04:52:59.113+0000] {subprocess.py:106} INFO -  Trang 3 - Job 12/20 | Enterprise Architect (Fintech, TOGAF, Cloud) | 🔗 https://itviec.com/it-jobs/enterprise-architect-togaf-mcredit-cong-ty-tai-chinh-tnhh-mb-shinsei-2529?lab_feature=preview_jd_page
[2026-03-13T04:52:59.410+0000] {subprocess.py:106} INFO -  Trang 3 - Job 13/20 | Senior iOS Developer (Swift, Objective-C, OOP) | 🔗 https://itviec.com/it-jobs/senior-ios-developer-swift-objective-c-oop-sigma-solutions-3933?lab_feature=preview_jd_page
[2026-03-13T04:52:59.657+0000] {subprocess.py:106} INFO -  Trang 3 - Job 14/20 | Fullstack Software Engineer | 🔗 https://itviec.com/it-jobs/fullstack-software-engineer-talosix-4726?lab_feature=preview_jd_page
[2026-03-13T04:52:59.882+0000] {subprocess.py:106} INFO -  Trang 3 - Job 15/20 | Mid/ Senior Game developer ( Cocos Creator ) | 🔗 https://itviec.com/it-jobs/mid-senior-game-developer-cocos-creator-binarixtech-5042?lab_feature=preview_jd_page
[2026-03-13T04:53:00.104+0000] {subprocess.py:106} INFO -  Trang 3 - Job 16/20 | Senior QC Engineer | 🔗 https://itviec.com/it-jobs/senior-qc-engineer-vietlink-1402?lab_feature=preview_jd_page
[2026-03-13T04:53:00.301+0000] {subprocess.py:106} INFO -  Trang 3 - Job 17/20 | Delivery Leader/Delivery Manager | 🔗 https://itviec.com/it-jobs/delivery-leader-delivery-manager-capgemini-vietnam-1207?lab_feature=preview_jd_page
[2026-03-13T04:53:00.573+0000] {subprocess.py:106} INFO -  Trang 3 - Job 18/20 | Big Data Admin (Kafka/Docker/Data Warehousing/Spark) | 🔗 https://itviec.com/it-jobs/big-data-admin-kafka-docker-data-warehousing-spark-giao-hang-tiet-kiem-2307?lab_feature=preview_jd_page
[2026-03-13T04:53:00.958+0000] {subprocess.py:106} INFO -  Trang 3 - Job 19/20 | Fullstack Developer (Python/VueJS or Angular - 10Y EXP) | 🔗 https://itviec.com/it-jobs/net-developer-mortgage-systems-topicus-vietnam-5159?lab_feature=preview_jd_page
[2026-03-13T04:53:01.203+0000] {subprocess.py:106} INFO -  Trang 3 - Job 20/20 | .NET Developer (Mortgage Systems) | 🔗 https://itviec.com/it-jobs/net-developer-mortgage-systems-topicus-vietnam-5159?lab_feature=preview_jd_page
[2026-03-13T04:53:01.204+0000] {subprocess.py:106} INFO - 
[2026-03-13T04:53:01.205+0000] {subprocess.py:106} INFO -  Đang crawl trang 4...
[2026-03-13T04:53:09.875+0000] {subprocess.py:106} INFO -  Trang 4 - Job 1/20 | Remote Mobile App Developer (Java, Kotlin, Android) | 🔗 https://itviec.com/it-jobs/remote-mobile-app-developer-java-kotlin-android-solventus-llc-1106?lab_feature=preview_jd_page
[2026-03-13T04:53:10.118+0000] {subprocess.py:106} INFO -  Trang 4 - Job 2/20 | Remote Mobile App Developer (Java, Kotlin, Android) | 🔗 https://itviec.com/it-jobs/remote-mobile-app-developer-java-kotlin-android-solventus-llc-1106?lab_feature=preview_jd_page
[2026-03-13T04:53:10.365+0000] {subprocess.py:106} INFO -  Trang 4 - Job 3/20 | Remote Fullstack Developer(TypeScript, ReactJS, NodeJS) | 🔗 https://itviec.com/it-jobs/remote-fullstack-developer-typescript-reactjs-nodejs-solventus-llc-1610?lab_feature=preview_jd_page
[2026-03-13T04:53:10.643+0000] {subprocess.py:106} INFO -  Trang 4 - Job 4/20 | Principal/Lead Backend Engineer (Java/Kotlin) | 🔗 https://itviec.com/it-jobs/principal-lead-backend-engineer-java-kotlin-money-forward-vietnam-co-ltd-2022?lab_feature=preview_jd_page
[2026-03-13T04:53:11.125+0000] {subprocess.py:106} INFO -  Trang 4 - Job 5/20 | Cybersecurity Operations Manager - SOC Manager | 🔗 https://itviec.com/it-jobs/chuyen-vien-phat-trien-ung-dung-java-developer-sacombank-4216?lab_feature=preview_jd_page
[2026-03-13T04:53:11.437+0000] {subprocess.py:106} INFO -  Trang 4 - Job 6/20 | Chuyên viên Phát triển ứng dụng (Java Developer) | 🔗 https://itviec.com/it-jobs/chuyen-vien-phat-trien-ung-dung-java-developer-sacombank-4216?lab_feature=preview_jd_page
[2026-03-13T04:53:11.671+0000] {subprocess.py:106} INFO -  Trang 4 - Job 7/20 | Chuyên viên Phát triển MIS (Data Analyst/ Engineer, BI) | 🔗 https://itviec.com/it-jobs/chuyen-vien-phat-trien-mis-data-analyst-engineer-bi-sacombank-5644?lab_feature=preview_jd_page
[2026-03-13T04:53:11.888+0000] {subprocess.py:106} INFO -  Trang 4 - Job 8/20 | Chuyên viên QC (Automation Tester/ QA QC) | 🔗 https://itviec.com/it-jobs/chuyen-vien-qc-automation-tester-qa-qc-sacombank-3957?lab_feature=preview_jd_page
[2026-03-13T04:53:12.087+0000] {subprocess.py:106} INFO -  Trang 4 - Job 9/20 | QA Architect (QA QC, Tester, Playwright, Selenium) | 🔗 https://itviec.com/it-jobs/qa-architect-qa-qc-tester-playwright-selenium-mealsuite-3021?lab_feature=preview_jd_page
[2026-03-13T04:53:12.301+0000] {subprocess.py:106} INFO -  Trang 4 - Job 10/20 | Junior/Senior Cloud Infrastructure Engineer | 🔗 https://itviec.com/it-jobs/junior-senior-cloud-infrastructure-engineer-globaltech-3426?lab_feature=preview_jd_page
[2026-03-13T04:53:12.535+0000] {subprocess.py:106} INFO -  Trang 4 - Job 11/20 | Requirements Management Tools DevOps Engineer | 🔗 https://itviec.com/it-jobs/requirements-management-tools-devops-engineer-renesas-design-vietnam-0915?lab_feature=preview_jd_page
[2026-03-13T04:53:12.735+0000] {subprocess.py:106} INFO -  Trang 4 - Job 12/20 | Senior Application Security/ Threat Modelling | 🔗 https://itviec.com/it-jobs/senior-application-security-threat-modelling-dai-ichi-life-viet-nam-4334?lab_feature=preview_jd_page
[2026-03-13T04:53:12.968+0000] {subprocess.py:106} INFO -  Trang 4 - Job 13/20 | Project Team leader/Project Manager (JLPT N2) | 🔗 https://itviec.com/it-jobs/project-team-leader-project-manager-jlpt-n2-ntt-e-moi-jsc-5845?lab_feature=preview_jd_page
[2026-03-13T04:53:13.177+0000] {subprocess.py:106} INFO -  Trang 4 - Job 14/20 | Network Operation Engineer | 🔗 https://itviec.com/it-jobs/network-operation-engineer-lg-cns-viet-nam-2932?lab_feature=preview_jd_page
[2026-03-13T04:53:13.440+0000] {subprocess.py:106} INFO -  Trang 4 - Job 15/20 | (HN/HCM) Senior Frontend Engineer (JavaScript (ES6+)) | 🔗 https://itviec.com/it-jobs/hn-hcm-senior-frontend-engineer-javascript-es6-one-mount-group-0321?lab_feature=preview_jd_page
[2026-03-13T04:53:13.682+0000] {subprocess.py:106} INFO -  Trang 4 - Job 16/20 | AI Scientist - Enterprise AI Research | 🔗 https://itviec.com/it-jobs/ai-scientist-enterprise-ai-research-base-inc-0201?lab_feature=preview_jd_page
[2026-03-13T04:53:13.896+0000] {subprocess.py:106} INFO -  Trang 4 - Job 17/20 | (Product - Focused) AI Engineer (Python, LLM, AI/ML) | 🔗 https://itviec.com/it-jobs/product-focused-ai-engineer-python-llm-ai-ml-base-inc-5644?lab_feature=preview_jd_page
