[2026-03-21T04:43:15.362+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-03-21T04:43:15.392+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-20T02:00:00+00:00 [queued]>
[2026-03-21T04:43:15.403+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-20T02:00:00+00:00 [queued]>
[2026-03-21T04:43:15.404+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 2
[2026-03-21T04:43:15.428+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2026-03-20 02:00:00+00:00
[2026-03-21T04:43:15.433+0000] {standard_task_runner.py:72} INFO - Started process 99 to run task
[2026-03-21T04:43:15.437+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2026-03-20T02:00:00+00:00', '--job-id', '688', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmp_eaizz0_']
[2026-03-21T04:43:15.440+0000] {standard_task_runner.py:105} INFO - Job 688: Subtask crawl_data
[2026-03-21T04:43:15.477+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2026-03-21T04:43:15.552+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-03-20T02:00:00+00:00 [running]> on host b48ab74ce2ed
[2026-03-21T04:43:15.553+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2026-03-21T04:43:15.714+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoa856856@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2026-03-20T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-03-20T02:00:00+00:00'
[2026-03-21T04:43:15.716+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-03-21T04:43:15.728+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2026-03-21T04:43:15.729+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2026-03-21T04:43:15.739+0000] {subprocess.py:99} INFO - Output:
[2026-03-21T04:43:17.278+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2026-03-21T04:43:31.730+0000] {subprocess.py:106} INFO -  Trang 1 - Job 12/20 | QA Manager (Tester, Japanese N2+) | 🔗 https://itviec.com/it-jobs/qa-manager-tester-japanese-n2-andpad-vietnam-co-ltd-2949?lab_feature=preview_jd_page
[2026-03-21T04:43:32.025+0000] {subprocess.py:106} INFO -  Trang 1 - Job 13/20 | Senior Fullstack Developer (ReactJS, NodeJS) | 🔗 https://itviec.com/it-jobs/senior-fullstack-developer-reactjs-nodejs-template-net-5246?lab_feature=preview_jd_page
[2026-03-21T04:43:32.290+0000] {subprocess.py:106} INFO -  Trang 1 - Job 14/20 | Senior AI Platform Engineer | 🔗 https://itviec.com/it-jobs/senior-ai-platform-engineer-one-mount-group-5712?lab_feature=preview_jd_page
[2026-03-21T04:43:32.557+0000] {subprocess.py:106} INFO -  Trang 1 - Job 15/20 | Senior Backend Developer (.Net) | 🔗 https://itviec.com/it-jobs/senior-backend-developer-net-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-3121?lab_feature=preview_jd_page
[2026-03-21T04:43:32.908+0000] {subprocess.py:106} INFO -  Trang 1 - Job 16/20 | Angular Developer (6-month contract, English) | 🔗 https://itviec.com/it-jobs/angular-developer-6-month-contract-english-topicus-vietnam-0050?lab_feature=preview_jd_page
[2026-03-21T04:43:33.138+0000] {subprocess.py:106} INFO -  Trang 1 - Job 17/20 | Full-stack Developer (Node.js, Vue.js, Angular/Ionic) | 🔗 https://itviec.com/it-jobs/full-stack-developer-node-js-vue-js-angular-ionic-intowell-3438?lab_feature=preview_jd_page
[2026-03-21T04:43:33.434+0000] {subprocess.py:106} INFO -  Trang 1 - Job 18/20 | Full-stack Developer (Node.js, Vue.js, Angular/Ionic) | 🔗 https://itviec.com/it-jobs/full-stack-developer-node-js-vue-js-angular-ionic-intowell-3438?lab_feature=preview_jd_page
[2026-03-21T04:43:33.661+0000] {subprocess.py:106} INFO -  Trang 1 - Job 19/20 | TRƯỞNG NHÓM PHÁT TRIỂN PHẦN MỀM(Back‑Office Technology) | 🔗 https://itviec.com/it-jobs/truong-nhom-phat-trien-phan-mem-backoffice-technology-ssi-securities-corporation-3028?lab_feature=preview_jd_page
[2026-03-21T04:43:33.993+0000] {subprocess.py:106} INFO -  Trang 1 - Job 20/20 | Senior Backend Developer (Golang) | 🔗 https://itviec.com/it-jobs/senior-backend-developer-golang-vnggames-1018?lab_feature=preview_jd_page
[2026-03-21T04:43:33.994+0000] {subprocess.py:106} INFO - 
[2026-03-21T04:43:33.994+0000] {subprocess.py:106} INFO -  Đang crawl trang 2...
[2026-03-21T04:43:45.358+0000] {subprocess.py:106} INFO -  Trang 2 - Job 1/20 | AI Engineer (Python, Microservices, Docker) | 🔗 https://itviec.com/it-jobs/ai-engineer-python-microservices-docker-abbank-5403?lab_feature=preview_jd_page
[2026-03-21T04:43:45.591+0000] {subprocess.py:106} INFO -  Trang 2 - Job 2/20 | AI Engineer (Python, Microservices, Docker) | 🔗 https://itviec.com/it-jobs/ai-engineer-python-microservices-docker-abbank-5403?lab_feature=preview_jd_page
[2026-03-21T04:43:45.891+0000] {subprocess.py:106} INFO -  Trang 2 - Job 3/20 | PHP Team Leader (Laravel/ SQL) | 🔗 https://itviec.com/it-jobs/php-team-leader-laravel-sql-oro-vietnam-5846?lab_feature=preview_jd_page
[2026-03-21T04:43:46.128+0000] {subprocess.py:106} INFO -  Trang 2 - Job 4/20 | PHP Team Leader (Laravel/ SQL) | 🔗 https://itviec.com/it-jobs/php-team-leader-laravel-sql-oro-vietnam-5846?lab_feature=preview_jd_page
[2026-03-21T04:43:46.407+0000] {subprocess.py:106} INFO -  Trang 2 - Job 5/20 | Game Designer | 🔗 https://itviec.com/it-jobs/game-designer-vinsprite-tech-4536?lab_feature=preview_jd_page
[2026-03-21T04:43:46.655+0000] {subprocess.py:106} INFO -  Trang 2 - Job 6/20 | HO - Database Administrator (Oracle, SQL) | 🔗 https://itviec.com/it-jobs/database-administrator-oracle-sql-ngan-hang-a-chau-acb-1556?lab_feature=preview_jd_page
[2026-03-21T04:43:46.938+0000] {subprocess.py:106} INFO -  Trang 2 - Job 7/20 | Web Development (Fresher/ Junior) | 🔗 https://itviec.com/it-jobs/web-development-fresher-junior-webmd-health-services-4905?lab_feature=preview_jd_page
[2026-03-21T04:43:47.141+0000] {subprocess.py:106} INFO -  Trang 2 - Job 8/20 | Site Reliability Engineer (DevOps/Cloud/.Net) | 🔗 https://itviec.com/it-jobs/site-reliability-engineer-devops-cloud-net-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-5516?lab_feature=preview_jd_page
[2026-03-21T04:43:47.300+0000] {subprocess.py:106} INFO -  Trang 2 - Job 9/20 | IMS Developer (Cobol) | 🔗 https://itviec.com/it-jobs/ims-developer-cobol-capgemini-vietnam-5523?lab_feature=preview_jd_page
[2026-03-21T04:43:47.491+0000] {subprocess.py:106} INFO -  Trang 2 - Job 10/20 | Middle Tester (Qa QC, Agile/Scrum) | 🔗 https://itviec.com/it-jobs/middle-tester-qa-qc-agile-scrum-rexy-technology-4743?lab_feature=preview_jd_page
[2026-03-21T04:43:47.691+0000] {subprocess.py:106} INFO -  Trang 2 - Job 11/20 | Middle Tester (Qa QC, Agile/Scrum) | 🔗 https://itviec.com/it-jobs/middle-tester-qa-qc-agile-scrum-rexy-technology-4743?lab_feature=preview_jd_page
[2026-03-21T04:43:47.863+0000] {subprocess.py:106} INFO -  Trang 2 - Job 12/20 | AI Infrastructure Network Engineer | 🔗 https://itviec.com/it-jobs/ai-infrastructure-network-engineer-one-mount-group-4129?lab_feature=preview_jd_page
[2026-03-21T04:43:48.089+0000] {subprocess.py:106} INFO -  Trang 2 - Job 13/20 | Mid/Sr Fullstack Developer (C#, ASP.NET, .NET Core) | 🔗 https://itviec.com/it-jobs/mid-sr-fullstack-developer-c-asp-net-net-core-joblogic-1937?lab_feature=preview_jd_page
[2026-03-21T04:43:48.291+0000] {subprocess.py:106} INFO -  Trang 2 - Job 14/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:48.472+0000] {subprocess.py:106} INFO -  Trang 2 - Job 15/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:48.678+0000] {subprocess.py:106} INFO -  Trang 2 - Job 16/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:48.880+0000] {subprocess.py:106} INFO -  Trang 2 - Job 17/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:49.062+0000] {subprocess.py:106} INFO -  Trang 2 - Job 18/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:49.252+0000] {subprocess.py:106} INFO -  Trang 2 - Job 19/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:49.450+0000] {subprocess.py:106} INFO -  Trang 2 - Job 20/20 | Mid/Sr Mobile Developer (Android, iOS, Flutter) | 🔗 https://itviec.com/it-jobs/mid-sr-mobile-android-ios-flutter-joblogic-2736?lab_feature=preview_jd_page
[2026-03-21T04:43:49.451+0000] {subprocess.py:106} INFO - 
[2026-03-21T04:43:49.451+0000] {subprocess.py:106} INFO -  Đang crawl trang 3...
[2026-03-21T04:43:58.715+0000] {subprocess.py:106} INFO -  Trang 3 - Job 1/20 | Unity Games Developer (Puzzle/Casual/Hybrid-casual) | 🔗 https://itviec.com/it-jobs/unity-games-developer-puzzle-casual-hybrid-casual-antada-2858?lab_feature=preview_jd_page
[2026-03-21T04:43:58.971+0000] {subprocess.py:106} INFO -  Trang 3 - Job 2/20 | Unity Games Developer (Puzzle/Casual/Hybrid-casual) | 🔗 https://itviec.com/it-jobs/unity-games-developer-puzzle-casual-hybrid-casual-antada-2858?lab_feature=preview_jd_page
[2026-03-21T04:43:59.249+0000] {subprocess.py:106} INFO -  Trang 3 - Job 3/20 | Junior Machine Learning Engineer (Python/MLOps/AI) | 🔗 https://itviec.com/it-jobs/junior-machine-learning-engineer-python-mlops-ai-gene-solutions-2345?lab_feature=preview_jd_page
[2026-03-21T04:43:59.492+0000] {subprocess.py:106} INFO -  Trang 3 - Job 4/20 | Cloud DevOps Engineer (CDS) | 🔗 https://itviec.com/it-jobs/cloud-devops-engineer-cds-lg-cns-viet-nam-1128?lab_feature=preview_jd_page
[2026-03-21T04:43:59.715+0000] {subprocess.py:106} INFO -  Trang 3 - Job 5/20 | Data Engineer (Java/Python/Scala/Hadoop/Kafka) | 🔗 https://itviec.com/it-jobs/data-engineer-java-python-scala-hadoop-kafka-giao-hang-tiet-kiem-3258?lab_feature=preview_jd_page
[2026-03-21T04:44:00.144+0000] {subprocess.py:106} INFO -  Trang 3 - Job 6/20 | Experienced Product Designer (UX, Figma) | 🔗 https://itviec.com/it-jobs/experienced-product-designer-ux-figma-smg-swiss-marketplace-group-5412?lab_feature=preview_jd_page
[2026-03-21T04:44:00.414+0000] {subprocess.py:106} INFO -  Trang 3 - Job 7/20 | Senior Application Operations (Vận hành ứng dụng) | 🔗 https://itviec.com/it-jobs/senior-application-operations-van-hanh-ung-dung-cong-ty-co-phan-thanh-toan-so-mobifone-3949?lab_feature=preview_jd_page
[2026-03-21T04:44:00.632+0000] {subprocess.py:106} INFO -  Trang 3 - Job 8/20 | Middle/Senior Software Engineer (Golang, Python, Java) | 🔗 https://itviec.com/it-jobs/middle-senior-software-engineer-golang-python-java-flinters-vietnam-1812?lab_feature=preview_jd_page
[2026-03-21T04:44:00.845+0000] {subprocess.py:106} INFO -  Trang 3 - Job 9/20 | Senior Web Developer (React/Next.js, AI-enabled) | 🔗 https://itviec.com/it-jobs/senior-web-developer-react-next-js-ai-enabled-cong-ty-tnhh-finan-3829?lab_feature=preview_jd_page
[2026-03-21T04:44:01.046+0000] {subprocess.py:106} INFO -  Trang 3 - Job 10/20 | Enterprise Architecture (Quản Trị Kiến Trúc) | 🔗 https://itviec.com/it-jobs/enterprise-architecture-quan-tri-kien-truc-abbank-4034?lab_feature=preview_jd_page
[2026-03-21T04:44:01.256+0000] {subprocess.py:106} INFO -  Trang 3 - Job 11/20 | Senior M365 Copilot & Power Platform Specialist | 🔗 https://itviec.com/it-jobs/senior-m365-copilot-power-platform-specialist-renesas-design-vietnam-4118?lab_feature=preview_jd_page
[2026-03-21T04:44:01.455+0000] {subprocess.py:106} INFO -  Trang 3 - Job 12/20 | Automation Tool Developer (Python, Embedded, English) | 🔗 https://itviec.com/it-jobs/automation-tool-developer-python-embedded-english-lg-electronics-development-vietnam-lgedv-1316?lab_feature=preview_jd_page
[2026-03-21T04:44:01.660+0000] {subprocess.py:106} INFO -  Trang 3 - Job 13/20 | Salesforce Business Analyst (Nha Trang – Hybrid/Remote) | 🔗 https://itviec.com/it-jobs/salesforce-business-analyst-nha-trang-hybrid-remote-infodation-vietnam-0924?lab_feature=preview_jd_page
[2026-03-21T04:44:01.879+0000] {subprocess.py:106} INFO -  Trang 3 - Job 14/20 | Senior Cloud Security Engineer | 🔗 https://itviec.com/it-jobs/senior-cloud-security-engineer-ctcp-san-giao-dich-tai-san-ma-hoa-viet-nam-thinh-vuong-caex-1442?lab_feature=preview_jd_page
[2026-03-21T04:44:02.093+0000] {subprocess.py:106} INFO -  Trang 3 - Job 15/20 | Software Process Engineer | 🔗 https://itviec.com/it-jobs/software-process-engineer-lg-electronics-development-vietnam-lgedv-4139?lab_feature=preview_jd_page
[2026-03-21T04:44:02.325+0000] {subprocess.py:106} INFO -  Trang 3 - Job 16/20 | [HN/HCM] (Senior) Platform Engineer (Data Platform) | 🔗 https://itviec.com/it-jobs/java-solution-architect-gem-corporation-2610?lab_feature=preview_jd_page
[2026-03-21T04:44:02.538+0000] {subprocess.py:106} INFO -  Trang 3 - Job 17/20 | Java Solution Architect | 🔗 https://itviec.com/it-jobs/java-solution-architect-gem-corporation-2610?lab_feature=preview_jd_page
[2026-03-21T04:44:02.777+0000] {subprocess.py:106} INFO -  Trang 3 - Job 18/20 | Middle/Senior Software Engineer (.NET/C#) | 🔗 https://itviec.com/it-jobs/middle-senior-software-engineer-net-pixelz-4359?lab_feature=preview_jd_page
[2026-03-21T04:44:03.069+0000] {subprocess.py:106} INFO -  Trang 3 - Job 19/20 | Junior DevOps Engineer (Cloud, CI/CD) | 🔗 https://itviec.com/it-jobs/senior-generative-ai-nlp-llm-arsen-kawaijuku-tech-vietnam-co-ltd-4051/content?job_index=18&locale=en&page=3
[2026-03-21T04:44:03.374+0000] {subprocess.py:106} INFO -  Trang 3 - Job 20/20 | Senior Generative AI ( NLP, LLM ) | 🔗 https://itviec.com/it-jobs/senior-generative-ai-nlp-llm-arsen-kawaijuku-tech-vietnam-co-ltd-4051?lab_feature=preview_jd_page
[2026-03-21T04:44:03.374+0000] {subprocess.py:106} INFO - 
[2026-03-21T04:44:03.375+0000] {subprocess.py:106} INFO -  Đang crawl trang 4...
[2026-03-21T04:44:11.970+0000] {subprocess.py:106} INFO -  Trang 4 - Job 1/20 | VAI_Senior Solution Architect | 🔗 https://itviec.com/it-jobs/vai_senior-solution-architect-viettel-group-4558?lab_feature=preview_jd_page
[2026-03-21T04:44:12.272+0000] {subprocess.py:106} INFO -  Trang 4 - Job 2/20 | VAI_Senior Solution Architect | 🔗 https://itviec.com/it-jobs/vai_senior-solution-architect-viettel-group-4558?lab_feature=preview_jd_page
[2026-03-21T04:44:12.525+0000] {subprocess.py:106} INFO -  Trang 4 - Job 3/20 | Senior BA (Project Management Focus) for AI-Agent | 🔗 https://itviec.com/it-jobs/senior-ba-project-management-focus-for-ai-agent-ntp-tech-3447?lab_feature=preview_jd_page
[2026-03-21T04:44:12.773+0000] {subprocess.py:106} INFO -  Trang 4 - Job 4/20 | Data Platform Engineer | 🔗 https://itviec.com/it-jobs/data-platform-engineer-home-credit-vietnam-4545?lab_feature=preview_jd_page
[2026-03-21T04:44:13.024+0000] {subprocess.py:106} INFO -  Trang 4 - Job 5/20 | Senior System Engineer (Linux, Windows Server, Cloud) | 🔗 https://itviec.com/it-jobs/senior-system-engineer-linux-windows-server-cloud-one-mount-group-1702?lab_feature=preview_jd_page
[2026-03-21T04:44:10.069+0000] {subprocess.py:106} INFO -  Trang 4 - Job 6/20 | Technical PM (Da Nang, Can Tho, Hybrid) | 🔗 https://itviec.com/it-jobs/technical-pm-da-nang-can-tho-hybrid-dirox-0311?lab_feature=preview_jd_page
[2026-03-21T04:44:16.326+0000] {subprocess.py:106} INFO -  Trang 4 - Job 7/20 | Senior System Developer (Java) - AI & Automation Team | 🔗 https://itviec.com/it-jobs/senior-system-developer-java-ai-automation-team-esoft-vietnam-ltd-4748?lab_feature=preview_jd_page
[2026-03-21T04:44:16.629+0000] {subprocess.py:106} INFO -  Trang 4 - Job 8/20 | iOS Engineer | 🔗 https://itviec.com/it-jobs/ios-engineer-vulcan-labs-5735?lab_feature=preview_jd_page
[2026-03-21T04:44:16.946+0000] {subprocess.py:106} INFO -  Trang 4 - Job 9/20 | Engineering Manager, B2C Product | 🔗 https://itviec.com/it-jobs/engineering-manager-b2c-product-elsa-4439?lab_feature=preview_jd_page
[2026-03-21T04:44:17.155+0000] {subprocess.py:106} INFO -  Trang 4 - Job 10/20 | QC Engineer (Manual, Automation Test) | 🔗 https://itviec.com/it-jobs/qc-engineer-manual-automation-test-pizza-hut-digital-technology-3333?lab_feature=preview_jd_page
[2026-03-21T04:44:17.341+0000] {subprocess.py:106} INFO -  Trang 4 - Job 11/20 | VAI_Quality Assurance Engineer | 🔗 https://itviec.com/it-jobs/vai_quality-assurance-engineer-viettel-group-4536?lab_feature=preview_jd_page
[2026-03-21T04:44:17.550+0000] {subprocess.py:106} INFO -  Trang 4 - Job 12/20 | Technical Animator (Avatar Motion & Unity Integration) | 🔗 https://itviec.com/it-jobs/technical-animator-avatar-motion-unity-integration-optimizer-viet-nam-4656?lab_feature=preview_jd_page
[2026-03-21T04:44:17.742+0000] {subprocess.py:106} INFO -  Trang 4 - Job 13/20 | Senior Database Administrator | 🔗 https://itviec.com/it-jobs/senior-database-administrator-nab-innovation-centre-vietnam-5205?lab_feature=preview_jd_page
[2026-03-21T04:44:17.979+0000] {subprocess.py:106} INFO -  Trang 4 - Job 14/20 | Enterprise Architect (Fintech, TOGAF, Cloud) | 🔗 https://itviec.com/it-jobs/enterprise-architect-togaf-mcredit-cong-ty-tai-chinh-tnhh-mb-shinsei-2529?lab_feature=preview_jd_page
[2026-03-21T04:44:18.155+0000] {subprocess.py:106} INFO -  Trang 4 - Job 15/20 | Solution Architect (AI/Data Platform) | 🔗 https://itviec.com/it-jobs/solution-architect-ai-data-platform-cong-ty-co-phan-cmc-openai-1840?lab_feature=preview_jd_page
[2026-03-21T04:44:18.390+0000] {subprocess.py:106} INFO -  Trang 4 - Job 16/20 | Fullstack Developer (C#) | 🔗 https://itviec.com/it-jobs/fullstack-developer-c-lg-cns-viet-nam-3433?lab_feature=preview_jd_page
[2026-03-21T04:44:18.598+0000] {subprocess.py:106} INFO -  Trang 4 - Job 17/20 | Principal QC Engineer | 🔗 https://itviec.com/it-jobs/principal-qc-engineer-titan-dms-2447?lab_feature=preview_jd_page
