[2026-01-27T05:35:36.211+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-01-27T05:35:36.248+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-17T02:00:00+00:00 [queued]>
[2026-01-27T05:35:36.258+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-17T02:00:00+00:00 [queued]>
[2026-01-27T05:35:36.259+0000] {taskinstance.py:2867} INFO - Starting attempt 4 of 4
[2026-01-27T05:35:36.271+0000] {taskinstance.py:2890} INFO - Executing <Task(BashOperator): crawl_data> on 2026-01-17 02:00:00+00:00
[2026-01-27T05:35:36.276+0000] {standard_task_runner.py:72} INFO - Started process 41 to run task
[2026-01-27T05:35:36.280+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'crawl_etl_itjob', 'crawl_data', 'scheduled__2026-01-17T02:00:00+00:00', '--job-id', '462', '--raw', '--subdir', 'DAGS_FOLDER/Crawl_ETL_ITJob.py', '--cfg-path', '/tmp/tmp5afaq8l4']
[2026-01-27T05:35:36.282+0000] {standard_task_runner.py:105} INFO - Job 462: Subtask crawl_data
[2026-01-27T05:35:36.306+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:209: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  SQL_ALCHEMY_CONN = conf.get("database", "SQL_ALCHEMY_CONN")

[2026-01-27T05:35:36.383+0000] {task_command.py:467} INFO - Running <TaskInstance: crawl_etl_itjob.crawl_data scheduled__2026-01-17T02:00:00+00:00 [running]> on host a1de7f96d4f1
[2026-01-27T05:35:36.384+0000] {warnings.py:109} WARNING - /home/***/.local/lib/python3.8/site-packages/***/settings.py:470: DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
  if conf.get("database", "sql_alchemy_conn") == "none://":

[2026-01-27T05:35:36.599+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='dinhhoa0102@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='crawl_etl_itjob' AIRFLOW_CTX_TASK_ID='crawl_data' AIRFLOW_CTX_EXECUTION_DATE='2026-01-17T02:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='4' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-01-17T02:00:00+00:00'
[2026-01-27T05:35:36.601+0000] {taskinstance.py:732} INFO - ::endgroup::
[2026-01-27T05:35:36.611+0000] {subprocess.py:78} INFO - Tmp dir root location: /tmp
[2026-01-27T05:35:36.612+0000] {subprocess.py:88} INFO - Running command: ['/bin/bash', '-c', 'docker exec spark-submit bash -c "xvfb-run -a python3 /opt/spark/scripts/Crawl_Data.py"']
[2026-01-27T05:35:36.621+0000] {subprocess.py:99} INFO - Output:
[2026-01-27T05:35:37.541+0000] {subprocess.py:106} INFO -  Bắt đầu crawl ITviec...
[2026-01-27T05:35:56.878+0000] {subprocess.py:106} INFO -  Trang 1 - Job 20/20 | Engineering Manager (Python, VueJS) | 🔗 https://itviec.com/it-jobs/engineering-manager-python-vue-js-elsa-3140?lab_feature=preview_jd_page
[2026-01-27T05:35:56.878+0000] {subprocess.py:106} INFO - 
[2026-01-27T05:35:56.879+0000] {subprocess.py:106} INFO -  Đang crawl trang 2...
[2026-01-27T05:36:05.528+0000] {subprocess.py:106} INFO -  Trang 2 - Job 1/20 | Frontend Software Engineer (Middle/Senior/Lead) | 🔗 https://itviec.com/it-jobs/frontend-software-engineer-middle-senior-lead-floating-cube-studios-3903?lab_feature=preview_jd_page
[2026-01-27T05:36:05.771+0000] {subprocess.py:106} INFO -  Trang 2 - Job 2/20 | Frontend Software Engineer (Middle/Senior/Lead) | 🔗 https://itviec.com/it-jobs/frontend-software-engineer-middle-senior-lead-floating-cube-studios-3903?lab_feature=preview_jd_page
[2026-01-27T05:36:06.085+0000] {subprocess.py:106} INFO -  Trang 2 - Job 3/20 | Java (Spring) Backend Engineer (Middle/Senior) | 🔗 https://itviec.com/it-jobs/java-spring-backend-engineer-middle-senior-floating-cube-studios-1528?lab_feature=preview_jd_page
[2026-01-27T05:36:06.341+0000] {subprocess.py:106} INFO -  Trang 2 - Job 4/20 | Android Software Engineer (Senior) | 🔗 https://itviec.com/it-jobs/android-software-engineer-senior-floating-cube-studios-2547?lab_feature=preview_jd_page
[2026-01-27T05:36:06.636+0000] {subprocess.py:106} INFO -  Trang 2 - Job 5/20 | Middle - Senior Technical ERP Consultant (Odoo, Python) | 🔗 https://itviec.com/it-jobs/middle-senior-technical-erp-consultant-odoo-python-novobi-4103?lab_feature=preview_jd_page
[2026-01-27T05:36:06.878+0000] {subprocess.py:106} INFO -  Trang 2 - Job 6/20 | Lead Consultant (ERP / Odoo) | 🔗 https://itviec.com/it-jobs/lead-consultant-novobi-5242?lab_feature=preview_jd_page
[2026-01-27T05:36:07.178+0000] {subprocess.py:106} INFO -  Trang 2 - Job 7/20 | IOS Developer | 🔗 https://itviec.com/it-jobs/ios-developer-merchant-mate-1333?lab_feature=preview_jd_page
[2026-01-27T05:36:07.410+0000] {subprocess.py:106} INFO -  Trang 2 - Job 8/20 | Sr Quality Engineer -Up 30 months' pay | 🔗 https://itviec.com/it-jobs/sr-quality-engineer-up-30-months-pay-crossian-2944?lab_feature=preview_jd_page
[2026-01-27T05:36:07.632+0000] {subprocess.py:106} INFO -  Trang 2 - Job 9/20 | Cloud Engineer (AWS/GCP) | 🔗 https://itviec.com/it-jobs/cloud-engineer-aws-gcp-lg-cns-viet-nam-2224?lab_feature=preview_jd_page
[2026-01-27T05:36:07.844+0000] {subprocess.py:106} INFO -  Trang 2 - Job 10/20 | (Viettel Post) Java Backend - Upto 3000$ | 🔗 https://itviec.com/it-jobs/viettel-post-java-backend-upto-3000-viettel-group-1738?lab_feature=preview_jd_page
[2026-01-27T05:36:08.093+0000] {subprocess.py:106} INFO -  Trang 2 - Job 11/20 | Senior QA Engineer | 🔗 https://itviec.com/it-jobs/senior-qa-engineer-tpisoftware-co-ltd-2330?lab_feature=preview_jd_page
[2026-01-27T05:36:08.288+0000] {subprocess.py:106} INFO -  Trang 2 - Job 12/20 | Senior Application Security Engineer | 🔗 https://itviec.com/it-jobs/senior-application-security-engineer-cong-ty-co-phan-thanh-toan-so-mobifone-0354?lab_feature=preview_jd_page
[2026-01-27T05:36:08.522+0000] {subprocess.py:106} INFO -  Trang 2 - Job 13/20 | Magento Backend Developer (OOP, PHP, MVVM) | 🔗 https://itviec.com/it-jobs/magento-backend-developer-oop-php-mvvm-tag-worldwide-4524?lab_feature=preview_jd_page
[2026-01-27T05:36:08.840+0000] {subprocess.py:106} INFO -  Trang 2 - Job 14/20 | System Engineer (Linux) | 🔗 https://itviec.com/it-jobs/system-engineer-linux-shinhan-ds-5105?lab_feature=preview_jd_page
[2026-01-27T05:36:09.167+0000] {subprocess.py:106} INFO -  Trang 2 - Job 15/20 | Senior QA - Open đi làm sau Tết (Lương upto 40M) | 🔗 https://itviec.com/it-jobs/technical-lead-go-python-react-next-js-jarvis-tech-2405?lab_feature=preview_jd_page
[2026-01-27T05:36:09.518+0000] {subprocess.py:106} INFO -  Trang 2 - Job 16/20 | Technical Lead (Go, Python, React, Next.js) | 🔗 https://itviec.com/it-jobs/technical-lead-go-python-react-next-js-jarvis-tech-2405?lab_feature=preview_jd_page
[2026-01-27T05:36:09.836+0000] {subprocess.py:106} INFO -  Trang 2 - Job 17/20 | Lead Full-Stack Developer (.NET, JavaScript) | 🔗 https://itviec.com/it-jobs/lead-full-stack-developer-net-javascript-savills-vietnam-5922?lab_feature=preview_jd_page
[2026-01-27T05:36:10.127+0000] {subprocess.py:106} INFO -  Trang 2 - Job 18/20 | Mid-level Full-Stack Developer (.NET, JavaScript) | 🔗 https://itviec.com/it-jobs/mid-level-full-stack-developer-net-javascript-savills-vietnam-5836?lab_feature=preview_jd_page
[2026-01-27T05:36:10.409+0000] {subprocess.py:106} INFO -  Trang 2 - Job 19/20 | Senior Full-Stack Developer (.NET, JavaScript) | 🔗 https://itviec.com/it-jobs/senior-full-stack-developer-net-javascript-savills-vietnam-5753?lab_feature=preview_jd_page
[2026-01-27T05:36:10.747+0000] {subprocess.py:106} INFO -  Trang 2 - Job 20/20 | Software Tester (Agile) | 🔗 https://itviec.com/it-jobs/software-tester-agile-savills-vietnam-5659?lab_feature=preview_jd_page
[2026-01-27T05:36:10.748+0000] {subprocess.py:106} INFO - 
[2026-01-27T05:36:10.748+0000] {subprocess.py:106} INFO -  Đang crawl trang 3...
[2026-01-27T05:36:22.247+0000] {subprocess.py:106} INFO -  Trang 3 - Job 1/20 | Chuyên viên Vận hành máy chủ và nền tảng | 🔗 https://itviec.com/it-jobs/chuyen-vien-van-hanh-may-chu-va-nen-tang-vietbank-2435?lab_feature=preview_jd_page
[2026-01-27T05:36:22.749+0000] {subprocess.py:106} INFO -  Trang 3 - Job 2/20 | Chuyên viên Vận hành máy chủ và nền tảng | 🔗 https://itviec.com/it-jobs/chuyen-vien-van-hanh-may-chu-va-nen-tang-vietbank-2435?lab_feature=preview_jd_page
[2026-01-27T05:36:23.235+0000] {subprocess.py:106} INFO -  Trang 3 - Job 3/20 | Senior Database Administrator (Oracle, AWS, SQL) | 🔗 https://itviec.com/it-jobs/senior-database-administrator-oracle-aws-sql-elca-2454?lab_feature=preview_jd_page
[2026-01-27T05:36:23.540+0000] {subprocess.py:106} INFO -  Trang 3 - Job 4/20 | Senior Database Administrator (Oracle, AWS, SQL) | 🔗 https://itviec.com/it-jobs/senior-database-administrator-oracle-aws-sql-elca-2454?lab_feature=preview_jd_page
[2026-01-27T05:36:23.872+0000] {subprocess.py:106} INFO -  Trang 3 - Job 5/20 | Sr/Lead QA/QC (Manual, Agile) | 🔗 https://itviec.com/it-jobs/sr-lead-qa-qc-manual-agile-silicon-prime-labs-0105?lab_feature=preview_jd_page
[2026-01-27T05:36:24.181+0000] {subprocess.py:106} INFO -  Trang 3 - Job 6/20 | Senior Automation Tester | 🔗 https://itviec.com/it-jobs/senior-automation-tester-capgemini-vietnam-2338?lab_feature=preview_jd_page
[2026-01-27T05:36:24.538+0000] {subprocess.py:106} INFO -  Trang 3 - Job 7/20 | VoiceAI Engineer (LLM, NLP) | 🔗 https://itviec.com/it-jobs/voiceai-engineer-llm-nlp-trusting-social-4239?lab_feature=preview_jd_page
[2026-01-27T05:36:24.884+0000] {subprocess.py:106} INFO -  Trang 3 - Job 8/20 | MLOps Engineer | 🔗 https://itviec.com/it-jobs/mlops-engineer-trusting-social-3857?lab_feature=preview_jd_page
[2026-01-27T05:36:25.226+0000] {subprocess.py:106} INFO -  Trang 3 - Job 9/20 | Sr. Graphic Designer (Design,English,Software product) | 🔗 https://itviec.com/it-jobs/sr-graphic-designer-design-english-software-product-zoi-sgn-3003?lab_feature=preview_jd_page
[2026-01-27T05:36:25.510+0000] {subprocess.py:106} INFO -  Trang 3 - Job 10/20 | Senior/Principal Frontend Engineer (Reactjs, VueJS) | 🔗 https://itviec.com/it-jobs/senior-principal-frontend-engineer-reactjs-vuejs-money-forward-vietnam-co-ltd-4131?lab_feature=preview_jd_page
[2026-01-27T05:36:25.789+0000] {subprocess.py:106} INFO -  Trang 3 - Job 11/20 | Software Engineer (Embedded C, MCU, RTOS) | 🔗 https://itviec.com/it-jobs/software-engineer-embedded-c-mcu-rtos-lg-electronics-development-vietnam-lgedv-1512?lab_feature=preview_jd_page
[2026-01-27T05:36:26.113+0000] {subprocess.py:106} INFO -  Trang 3 - Job 12/20 | Senior Backend Engineer (Java | AI Platform) | 🔗 https://itviec.com/it-jobs/senior-backend-engineer-java-ai-platform-one-mount-group-3741?lab_feature=preview_jd_page
[2026-01-27T05:36:26.427+0000] {subprocess.py:106} INFO -  Trang 3 - Job 13/20 | Senior Platform Engineer (DevOps, Linux, Python) | 🔗 https://itviec.com/it-jobs/senior-platform-engineer-devops-linux-python-worldquant-4940?lab_feature=preview_jd_page
[2026-01-27T05:36:26.715+0000] {subprocess.py:106} INFO -  Trang 3 - Job 14/20 | Full Stack Engineer (Python/Java, ReactJS) | 🔗 https://itviec.com/it-jobs/full-stack-engineer-python-java-reactjs-worldquant-4029?lab_feature=preview_jd_page
[2026-01-27T05:36:26.980+0000] {subprocess.py:106} INFO -  Trang 3 - Job 15/20 | Mid/Senior Fullstack Developer (NodeJS, English) x2 | 🔗 https://itviec.com/it-jobs/mid-senior-fullstack-developer-nodejs-english-x2-smg-swiss-marketplace-group-3002?lab_feature=preview_jd_page
[2026-01-27T05:36:27.299+0000] {subprocess.py:106} INFO -  Trang 3 - Job 16/20 | QA Engineer (Manual & Automation) - 2 Openings | 🔗 https://itviec.com/it-jobs/qa-engineer-manual-automation-2-openings-smg-swiss-marketplace-group-2757?lab_feature=preview_jd_page
[2026-01-27T05:36:27.560+0000] {subprocess.py:106} INFO -  Trang 3 - Job 17/20 | Mid/Senior Android Engineer (Kotlin/Java, English) | 🔗 https://itviec.com/it-jobs/mid-senior-android-engineer-kotlin-java-english-smg-swiss-marketplace-group-2356?lab_feature=preview_jd_page
[2026-01-27T05:36:27.810+0000] {subprocess.py:106} INFO -  Trang 3 - Job 18/20 | D365 Technical Consultant / ERP Developer (.NET, C#) | 🔗 https://itviec.com/it-jobs/d365-technical-consultant-erp-developer-net-c-naviworld-5210?lab_feature=preview_jd_page
[2026-01-27T05:36:28.090+0000] {subprocess.py:106} INFO -  Trang 3 - Job 19/20 | Network Security Engineer | 🔗 https://itviec.com/it-jobs/network-security-engineer-wecloud-jsc-1921?lab_feature=preview_jd_page
[2026-01-27T05:36:28.372+0000] {subprocess.py:106} INFO -  Trang 3 - Job 20/20 | Product Owner (UML, Figma, Market Research) | 🔗 https://itviec.com/it-jobs/product-owner-uml-figma-market-research-vnpt-epay-4306?lab_feature=preview_jd_page
[2026-01-27T05:36:28.376+0000] {subprocess.py:106} INFO - 
[2026-01-27T05:36:28.379+0000] {subprocess.py:106} INFO -  Đang crawl trang 4...
[2026-01-27T05:36:37.060+0000] {subprocess.py:106} INFO -  Trang 4 - Job 1/20 | Mid/Senior Software Engineer (3D) | 🔗 https://itviec.com/it-jobs/mid-senior-software-engineer-3d-modec-3229?lab_feature=preview_jd_page
[2026-01-27T05:36:37.308+0000] {subprocess.py:106} INFO -  Trang 4 - Job 2/20 | Mid/Senior Software Engineer (3D) | 🔗 https://itviec.com/it-jobs/mid-senior-software-engineer-3d-modec-3229?lab_feature=preview_jd_page
[2026-01-27T05:36:37.543+0000] {subprocess.py:106} INFO -  Trang 4 - Job 3/20 | 3 C# / .NET Sr Developers - up to $3000 | 🔗 https://itviec.com/it-jobs/3-c-net-sr-developers-up-to-3000-rangstrup-it-vietnam-2510?lab_feature=preview_jd_page
[2026-01-27T05:36:37.757+0000] {subprocess.py:106} INFO -  Trang 4 - Job 4/20 | Senior Embedded Driver Engineer (POSIX OS, LinuxKernel) | 🔗 https://itviec.com/it-jobs/senior-embedded-driver-engineer-posix-os-linuxkernel-bosch-global-software-technologies-company-limited-1801?lab_feature=preview_jd_page
[2026-01-27T05:36:38.056+0000] {subprocess.py:106} INFO -  Trang 4 - Job 5/20 | Senior/ Principal Android Engineer (Kotlin) | 🔗 https://itviec.com/it-jobs/senior-principal-android-engineer-kotlin-andpad-vietnam-co-ltd-5824?lab_feature=preview_jd_page
[2026-01-27T05:36:38.271+0000] {subprocess.py:106} INFO -  Trang 4 - Job 6/20 | Deliverability Lead | 🔗 https://itviec.com/it-jobs/deliverability-lead-flodesk-5634?lab_feature=preview_jd_page
[2026-01-27T05:36:38.528+0000] {subprocess.py:106} INFO -  Trang 4 - Job 7/20 | IT System Monitoring Operator (Cloud, AWS, Azure, GCP) | 🔗 https://itviec.com/it-jobs/it-system-monitoring-operator-cloud-aws-azure-gcp-megazone-4247?lab_feature=preview_jd_page
[2026-01-27T05:36:38.756+0000] {subprocess.py:106} INFO -  Trang 4 - Job 8/20 | Service Reliability Engineer | 🔗 https://itviec.com/it-jobs/service-reliability-engineer-accenture-0938?lab_feature=preview_jd_page
[2026-01-27T05:36:38.984+0000] {subprocess.py:106} INFO -  Trang 4 - Job 9/20 | Data Governance Expert | 🔗 https://itviec.com/it-jobs/data-governance-expert-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-4855?lab_feature=preview_jd_page
[2026-01-27T05:36:39.344+0000] {subprocess.py:106} INFO -  Trang 4 - Job 10/20 | Trưởng phòng Giải pháp Dữ liệu và Phân tích | 🔗 https://itviec.com/it-jobs/truong-phong-giai-phap-du-lieu-va-phan-tich-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-5521?lab_feature=preview_jd_page
[2026-01-27T05:36:39.534+0000] {subprocess.py:106} INFO -  Trang 4 - Job 11/20 | Data Scientist - Credit Insight | 🔗 https://itviec.com/it-jobs/data-scientist-credit-insight-trusting-social-2357?lab_feature=preview_jd_page
[2026-01-27T05:36:39.750+0000] {subprocess.py:106} INFO -  Trang 4 - Job 12/20 | Process Quality Assurance (PQA) | 🔗 https://itviec.com/it-jobs/process-quality-assurance-pqa-lg-cns-viet-nam-0831?lab_feature=preview_jd_page
[2026-01-27T05:36:39.937+0000] {subprocess.py:106} INFO -  Trang 4 - Job 13/20 | Backend Developer (Golang/NodeJS) | 🔗 https://itviec.com/it-jobs/backend-developer-golang-nodejs-live-payments-0729?lab_feature=preview_jd_page
[2026-01-27T05:36:40.204+0000] {subprocess.py:106} INFO -  Trang 4 - Job 14/20 | Lead/Mid Manual Tester (French speaking) | 🔗 https://itviec.com/it-jobs/lead-mid-manual-tester-french-speaking-capgemini-vietnam-2742?lab_feature=preview_jd_page
[2026-01-27T05:36:40.390+0000] {subprocess.py:106} INFO -  Trang 4 - Job 15/20 | Business Verification Tester (QA, QC, Tester, BA) | 🔗 https://itviec.com/it-jobs/business-verification-tester-qa-qc-tester-ba-nab-innovation-centre-vietnam-4047?lab_feature=preview_jd_page
[2026-01-27T05:36:40.557+0000] {subprocess.py:106} INFO -  Trang 4 - Job 16/20 | Database Reliability Engineer (PostgreSQL/MySQL) | 🔗 https://itviec.com/it-jobs/database-reliability-engineer-postgresql-mysql-tiki-4205?lab_feature=preview_jd_page
[2026-01-27T05:36:40.723+0000] {subprocess.py:106} INFO -  Trang 4 - Job 17/20 | Bridge Software Engineer (BrSE, Japanese N2) | 🔗 https://itviec.com/it-jobs/bridge-software-engineer-brse-dym-viet-nam-3333?lab_feature=preview_jd_page
[2026-01-27T05:36:40.924+0000] {subprocess.py:106} INFO -  Trang 4 - Job 18/20 | Senior Network Engineer | 🔗 https://itviec.com/it-jobs/senior-network-engineer-vng-corporation-4429?lab_feature=preview_jd_page
[2026-01-27T05:36:41.173+0000] {subprocess.py:106} INFO -  Trang 4 - Job 19/20 | Mid/Sr Java Developer (English Required) - Up to 3200$ | 🔗 https://itviec.com/it-jobs/mid-sr-java-developer-english-required-up-to-3200-rakuten-fintech-vietnam-co-ltd-3534?lab_feature=preview_jd_page
